shot_id,action_type,combined_shot_type,loc_x,loc_y,period,playoffs,season,shot_made_flag,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,opponent,time_remaining,true_distance,3pt_goal,game_year,game_month,game_day,game_dayofweek,game_at_home
17053,Jump Shot,Jump Shot,177,296,2,0,2010,0.0,Right Side Center(RC),Above the Break 3,24+ ft.,2010-12-29,NOH,0,34.4884038483,1,2010,12,29,2,0
17054,Driving Layup Shot,Layup,17,6,3,0,2010,1.0,Center(C),Restricted Area,Less Than 8 ft.,2010-12-29,NOH,652,1.80277563773,0,2010,12,29,2,0
17055,Jump Shot,Jump Shot,69,19,3,0,2010,1.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2010-12-29,NOH,485,7.15681493403,0,2010,12,29,2,0
17056,Jump Shot,Jump Shot,170,17,3,0,2010,1.0,Right Side(R),Mid-Range,16-24 ft.,2010-12-29,NOH,437,17.0847885559,0,2010,12,29,2,0
17057,Jump Shot,Jump Shot,-239,11,3,0,2010,0.0,Left Side(L),Left Corner 3,24+ ft.,2010-12-29,NOH,404,23.9253004161,1,2010,12,29,2,0
17058,Jump Shot,Jump Shot,-237,4,4,0,2010,0.0,Left Side(L),Left Corner 3,24+ ft.,2010-12-29,NOH,304,23.7033752871,1,2010,12,29,2,0
17059,Driving Layup Shot,Layup,20,15,4,0,2010,1.0,Center(C),Restricted Area,Less Than 8 ft.,2010-12-29,NOH,252,2.5,0,2010,12,29,2,0
17060,Layup Shot,Layup,17,9,1,0,2010,1.0,Center(C),Restricted Area,Less Than 8 ft.,2010-12-31,PHI,680,1.92353840617,0,2010,12,31,4,1
17061,Pullup Jump shot,Jump Shot,-86,127,1,0,2010,1.0,Left Side(L),Mid-Range,8-16 ft.,2010-12-31,PHI,554,15.3378616502,0,2010,12,31,4,1
17062,Jump Shot,Jump Shot,-57,143,1,0,2010,0.0,Center(C),Mid-Range,8-16 ft.,2010-12-31,PHI,501,15.3941547348,0,2010,12,31,4,1
17063,Jump Shot,Jump Shot,10,194,1,0,2010,0.0,Center(C),Mid-Range,16-24 ft.,2010-12-31,PHI,479,19.4257560985,0,2010,12,31,4,1
17064,Driving Slam Dunk Shot,Dunk,0,15,1,0,2010,1.0,Center(C),Restricted Area,Less Than 8 ft.,2010-12-31,PHI,424,1.5,0,2010,12,31,4,1
17065,Turnaround Fadeaway shot,Jump Shot,48,172,1,0,2010,1.0,Center(C),Mid-Range,16-24 ft.,2010-12-31,PHI,378,17.8572114284,0,2010,12,31,4,1
17066,Turnaround Bank shot,Bank Shot,97,30,2,0,2010,0.0,Right Side(R),Mid-Range,8-16 ft.,2010-12-31,PHI,322,10.1533245787,0,2010,12,31,4,1
17067,Jump Bank Shot,Jump Shot,-24,36,2,0,2010,1.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2010-12-31,PHI,211,4.32666153056,0,2010,12,31,4,1
17068,Jump Shot,Jump Shot,-188,164,2,0,2010,,Left Side Center(LC),Above the Break 3,24+ ft.,2010-12-31,PHI,180,24.9479458072,1,2010,12,31,4,1
17069,Hook Shot,Hook Shot,2,55,3,0,2010,0.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2010-12-31,PHI,649,5.50363516233,0,2010,12,31,4,1
17070,Driving Dunk Shot,Dunk,6,23,3,0,2010,1.0,Center(C),Restricted Area,Less Than 8 ft.,2010-12-31,PHI,637,2.3769728648,0,2010,12,31,4,1
17071,Jump Shot,Jump Shot,154,80,3,0,2010,0.0,Right Side(R),Mid-Range,16-24 ft.,2010-12-31,PHI,474,17.3539620836,0,2010,12,31,4,1
17072,Jump Shot,Jump Shot,168,190,3,0,2010,1.0,Right Side Center(RC),Above the Break 3,24+ ft.,2010-12-31,PHI,282,25.3621765627,1,2010,12,31,4,1
17073,Driving Layup Shot,Layup,21,7,3,0,2010,1.0,Center(C),Restricted Area,Less Than 8 ft.,2010-12-31,PHI,158,2.21359436212,0,2010,12,31,4,1
17074,Jump Shot,Jump Shot,-166,186,3,0,2010,0.0,Left Side Center(LC),Above the Break 3,24+ ft.,2010-12-31,PHI,81,24.9303028461,1,2010,12,31,4,1
17075,Jump Shot,Jump Shot,7,134,3,0,2010,1.0,Center(C),In The Paint (Non-RA),8-16 ft.,2010-12-31,PHI,58,13.4182711256,0,2010,12,31,4,1
17076,Layup Shot,Layup,7,26,3,0,2010,0.0,Center(C),Restricted Area,Less Than 8 ft.,2010-12-31,PHI,28,2.69258240357,0,2010,12,31,4,1
17077,Jump Shot,Jump Shot,-179,19,4,0,2010,,Left Side(L),Mid-Range,16-24 ft.,2010-12-31,PHI,434,18.000555547,0,2010,12,31,4,1
17078,Jump Shot,Jump Shot,-71,162,4,0,2010,1.0,Left Side Center(LC),Mid-Range,16-24 ft.,2010-12-31,PHI,399,17.6875662543,0,2010,12,31,4,1
17079,Fadeaway Jump Shot,Jump Shot,-68,153,4,0,2010,,Left Side Center(LC),Mid-Range,16-24 ft.,2010-12-31,PHI,365,16.7430582631,0,2010,12,31,4,1
17080,Fadeaway Jump Shot,Jump Shot,-18,156,4,0,2010,1.0,Center(C),Mid-Range,8-16 ft.,2010-12-31,PHI,144,15.703502794,0,2010,12,31,4,1
17081,Jump Shot,Jump Shot,157,101,4,0,2010,0.0,Right Side(R),Mid-Range,16-24 ft.,2010-12-31,PHI,114,18.6681547026,0,2010,12,31,4,1
17082,Fadeaway Jump Shot,Jump Shot,114,41,4,0,2010,,Right Side(R),Mid-Range,8-16 ft.,2010-12-31,PHI,75,12.1148668998,0,2010,12,31,4,1
17083,Jump Shot,Jump Shot,-139,104,4,0,2010,0.0,Left Side Center(LC),Mid-Range,16-24 ft.,2010-12-31,PHI,33,17.3600115207,0,2010,12,31,4,1
17084,Jump Shot,Jump Shot,29,9,1,0,2010,0.0,Center(C),Restricted Area,Less Than 8 ft.,2011-01-02,MEM,348,3.03644529014,0,2011,1,2,6,1
17085,Turnaround Jump Shot,Jump Shot,81,137,1,0,2010,,Right Side(R),Mid-Range,8-16 ft.,2011-01-02,MEM,280,15.9154013459,0,2011,1,2,6,1
17086,Jump Shot,Jump Shot,2,165,1,0,2010,0.0,Center(C),Mid-Range,16-24 ft.,2011-01-02,MEM,146,16.5012120767,0,2011,1,2,6,1
17087,Jump Shot,Jump Shot,171,200,2,0,2010,,Right Side Center(RC),Above the Break 3,24+ ft.,2011-01-02,MEM,278,26.3136846527,1,2011,1,2,6,1
17088,Jump Shot,Jump Shot,53,23,2,0,2010,0.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2011-01-02,MEM,205,5.77754273026,0,2011,1,2,6,1
17089,Jump Shot,Jump Shot,165,200,2,0,2010,0.0,Right Side Center(RC),Above the Break 3,24+ ft.,2011-01-02,MEM,53,25.9277843249,1,2011,1,2,6,1
17090,Jump Shot,Jump Shot,7,263,3,0,2010,0.0,Center(C),Above the Break 3,24+ ft.,2011-01-02,MEM,682,26.3093139401,1,2011,1,2,6,1
17091,Layup Shot,Layup,20,12,3,0,2010,1.0,Center(C),Restricted Area,Less Than 8 ft.,2011-01-02,MEM,612,2.33238075794,0,2011,1,2,6,1
17092,Jump Shot,Jump Shot,72,34,3,0,2010,1.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2011-01-02,MEM,584,7.96241169496,0,2011,1,2,6,1
17093,Jump Shot,Jump Shot,-164,105,3,0,2010,0.0,Left Side(L),Mid-Range,16-24 ft.,2011-01-02,MEM,542,19.4733150747,0,2011,1,2,6,1
17094,Jump Shot,Jump Shot,28,34,3,0,2010,1.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2011-01-02,MEM,534,4.40454310911,0,2011,1,2,6,1
17095,Fadeaway Jump Shot,Jump Shot,45,93,3,0,2010,1.0,Center(C),In The Paint (Non-RA),8-16 ft.,2011-01-02,MEM,431,10.3315052146,0,2011,1,2,6,1
17096,Jump Shot,Jump Shot,108,252,3,0,2010,0.0,Right Side Center(RC),Above the Break 3,24+ ft.,2011-01-02,MEM,375,27.4167831811,1,2011,1,2,6,1
17097,Step Back Jump shot,Jump Shot,0,157,3,0,2010,1.0,Center(C),Mid-Range,8-16 ft.,2011-01-02,MEM,333,15.7,0,2011,1,2,6,1
17098,Jump Shot,Jump Shot,-179,78,3,0,2010,0.0,Left Side(L),Mid-Range,16-24 ft.,2011-01-02,MEM,290,19.5256241898,0,2011,1,2,6,1
17099,Running Jump Shot,Jump Shot,0,39,3,0,2010,,Center(C),Restricted Area,Less Than 8 ft.,2011-01-02,MEM,262,3.9,0,2011,1,2,6,1
17100,Jump Shot,Jump Shot,-175,94,3,0,2010,0.0,Left Side(L),Mid-Range,16-24 ft.,2011-01-02,MEM,199,19.8647929765,0,2011,1,2,6,1
17101,Jump Shot,Jump Shot,185,189,3,0,2010,0.0,Right Side Center(RC),Above the Break 3,24+ ft.,2011-01-02,MEM,141,26.447306101,1,2011,1,2,6,1
17102,Jump Shot,Jump Shot,-144,242,4,0,2010,0.0,Left Side Center(LC),Above the Break 3,24+ ft.,2011-01-02,MEM,422,28.1602556807,1,2011,1,2,6,1
17103,Jump Shot,Jump Shot,40,64,4,0,2010,1.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2011-01-02,MEM,380,7.54718490565,0,2011,1,2,6,1
17104,Driving Layup Shot,Layup,-11,9,4,0,2010,1.0,Center(C),Restricted Area,Less Than 8 ft.,2011-01-02,MEM,350,1.42126704036,0,2011,1,2,6,1
17105,Jump Shot,Jump Shot,143,211,4,0,2010,,Right Side Center(RC),Above the Break 3,24+ ft.,2011-01-02,MEM,316,25.4892134049,1,2011,1,2,6,1
17106,Jump Shot,Jump Shot,94,206,1,0,2010,0.0,Right Side Center(RC),Mid-Range,16-24 ft.,2011-01-04,DET,513,22.6433213112,0,2011,1,4,1,1
17107,Layup Shot,Layup,20,14,1,0,2010,0.0,Center(C),Restricted Area,Less Than 8 ft.,2011-01-04,DET,468,2.44131112315,0,2011,1,4,1,1
17108,Jump Shot,Jump Shot,-79,12,1,0,2010,,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2011-01-04,DET,378,7.99061950039,0,2011,1,4,1,1
17109,Jump Shot,Jump Shot,9,124,1,0,2010,0.0,Center(C),In The Paint (Non-RA),8-16 ft.,2011-01-04,DET,251,12.4326183887,0,2011,1,4,1,1
17110,Jump Shot,Jump Shot,36,19,1,0,2010,,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2011-01-04,DET,158,4.07062648741,0,2011,1,4,1,1
17111,Jump Shot,Jump Shot,-54,189,1,0,2010,,Center(C),Mid-Range,16-24 ft.,2011-01-04,DET,94,19.6562967011,0,2011,1,4,1,1
17112,Layup Shot,Layup,0,23,1,0,2010,0.0,Center(C),Restricted Area,Less Than 8 ft.,2011-01-04,DET,88,2.3,0,2011,1,4,1,1
17113,Jump Shot,Jump Shot,24,56,1,0,2010,0.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2011-01-04,DET,25,6.09261848469,0,2011,1,4,1,1
17114,Jump Shot,Jump Shot,146,373,1,0,2010,0.0,Right Side Center(RC),Above the Break 3,24+ ft.,2011-01-04,DET,0,40.0555863769,1,2011,1,4,1,1
17115,Pullup Jump shot,Jump Shot,-105,12,2,0,2010,1.0,Left Side(L),Mid-Range,8-16 ft.,2011-01-04,DET,474,10.5683489723,0,2011,1,4,1,1
17116,Layup Shot,Layup,6,19,2,0,2010,1.0,Center(C),Restricted Area,Less Than 8 ft.,2011-01-04,DET,418,1.99248588452,0,2011,1,4,1,1
17117,Jump Shot,Jump Shot,-84,85,2,0,2010,0.0,Left Side(L),Mid-Range,8-16 ft.,2011-01-04,DET,306,11.9503138034,0,2011,1,4,1,1
17118,Driving Jump shot,Jump Shot,23,22,2,0,2010,1.0,Center(C),Restricted Area,Less Than 8 ft.,2011-01-04,DET,216,3.18276609257,0,2011,1,4,1,1
17119,Driving Layup Shot,Layup,23,12,2,0,2010,0.0,Center(C),Restricted Area,Less Than 8 ft.,2011-01-04,DET,51,2.59422435421,0,2011,1,4,1,1
17120,Layup Shot,Layup,-5,11,2,0,2010,1.0,Center(C),Restricted Area,Less Than 8 ft.,2011-01-04,DET,15,1.20830459736,0,2011,1,4,1,1
17121,Dunk Shot,Dunk,2,15,3,0,2010,1.0,Center(C),Restricted Area,Less Than 8 ft.,2011-01-04,DET,495,1.51327459504,0,2011,1,4,1,1
17122,Driving Layup Shot,Layup,-21,17,3,0,2010,1.0,Center(C),Restricted Area,Less Than 8 ft.,2011-01-04,DET,403,2.70185121722,0,2011,1,4,1,1
17123,Layup Shot,Layup,2,25,3,0,2010,,Center(C),Restricted Area,Less Than 8 ft.,2011-01-04,DET,169,2.5079872408,0,2011,1,4,1,1
17124,Jump Shot,Jump Shot,-87,186,1,0,2010,,Left Side Center(LC),Mid-Range,16-24 ft.,2011-01-05,PHX,351,20.5341179504,0,2011,1,5,2,0
17125,Turnaround Jump Shot,Jump Shot,132,-36,1,0,2010,1.0,Right Side(R),Mid-Range,8-16 ft.,2011-01-05,PHX,288,13.6821051012,0,2011,1,5,2,0
17126,Jump Shot,Jump Shot,170,189,1,0,2010,1.0,Right Side Center(RC),Above the Break 3,24+ ft.,2011-01-05,PHX,251,25.4206608883,1,2011,1,5,2,0
17127,Jump Shot,Jump Shot,-199,142,1,0,2010,0.0,Left Side Center(LC),Above the Break 3,24+ ft.,2011-01-05,PHX,186,24.4468811917,1,2011,1,5,2,0
17128,Jump Bank Shot,Jump Shot,-117,55,2,0,2010,0.0,Left Side(L),Mid-Range,8-16 ft.,2011-01-05,PHX,322,12.9282636112,0,2011,1,5,2,0
17129,Jump Shot,Jump Shot,206,157,2,0,2010,0.0,Right Side Center(RC),Above the Break 3,24+ ft.,2011-01-05,PHX,264,25.9007721893,1,2011,1,5,2,0
17130,Turnaround Jump Shot,Jump Shot,-57,104,2,0,2010,,Center(C),In The Paint (Non-RA),8-16 ft.,2011-01-05,PHX,22,11.8595952713,0,2011,1,5,2,0
17131,Jump Shot,Jump Shot,179,178,3,0,2010,1.0,Right Side Center(RC),Above the Break 3,24+ ft.,2011-01-05,PHX,674,25.2438111227,1,2011,1,5,2,0
17132,Running Bank shot,Bank Shot,39,22,3,0,2010,1.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2011-01-05,PHX,646,4.47772263545,0,2011,1,5,2,0
17133,Jump Shot,Jump Shot,-180,113,3,0,2010,1.0,Left Side(L),Mid-Range,16-24 ft.,2011-01-05,PHX,596,21.2529997883,0,2011,1,5,2,0
17134,Jump Shot,Jump Shot,84,135,3,0,2010,0.0,Right Side(R),Mid-Range,8-16 ft.,2011-01-05,PHX,399,15.9,0,2011,1,5,2,0
17135,Jump Shot,Jump Shot,-196,64,3,0,2010,1.0,Left Side(L),Mid-Range,16-24 ft.,2011-01-05,PHX,120,20.6184383502,0,2011,1,5,2,0
17136,Jump Shot,Jump Shot,-201,104,4,0,2010,1.0,Left Side(L),Mid-Range,16-24 ft.,2011-01-05,PHX,241,22.631173191,0,2011,1,5,2,0
17137,Jump Shot,Jump Shot,-196,143,4,0,2010,0.0,Left Side Center(LC),Above the Break 3,24+ ft.,2011-01-05,PHX,198,24.2621103781,1,2011,1,5,2,0
17138,Jump Shot,Jump Shot,-209,36,4,0,2010,,Left Side(L),Mid-Range,16-24 ft.,2011-01-05,PHX,170,21.2077815907,0,2011,1,5,2,0
17139,Jump Shot,Jump Shot,-168,222,4,0,2010,0.0,Left Side Center(LC),Above the Break 3,24+ ft.,2011-01-05,PHX,152,27.8402586195,1,2011,1,5,2,0
17140,Jump Shot,Jump Shot,111,157,4,0,2010,0.0,Right Side Center(RC),Mid-Range,16-24 ft.,2011-01-05,PHX,19,19.2275843517,0,2011,1,5,2,0
17141,Jump Shot,Jump Shot,149,208,1,0,2010,1.0,Right Side Center(RC),Above the Break 3,24+ ft.,2011-01-07,NOH,703,25.5861290546,1,2011,1,7,4,1
17142,Jump Shot,Jump Shot,174,131,1,0,2010,1.0,Right Side Center(RC),Mid-Range,16-24 ft.,2011-01-07,NOH,224,21.7800367309,0,2011,1,7,4,1
17143,Driving Layup Shot,Layup,-11,14,1,0,2010,,Center(C),Restricted Area,Less Than 8 ft.,2011-01-07,NOH,204,1.78044938148,0,2011,1,7,4,1
17144,Jump Shot,Jump Shot,-157,113,1,0,2010,0.0,Left Side(L),Mid-Range,16-24 ft.,2011-01-07,NOH,120,19.3437328352,0,2011,1,7,4,1
17145,Jump Shot,Jump Shot,13,86,2,0,2010,1.0,Center(C),In The Paint (Non-RA),8-16 ft.,2011-01-07,NOH,380,8.69770084563,0,2011,1,7,4,1
17146,Jump Shot,Jump Shot,-201,176,2,0,2010,0.0,Left Side Center(LC),Above the Break 3,24+ ft.,2011-01-07,NOH,148,26.7164743183,1,2011,1,7,4,1
17147,Jump Shot,Jump Shot,200,-14,2,0,2010,1.0,Right Side(R),Mid-Range,16-24 ft.,2011-01-07,NOH,49,20.0489401216,0,2011,1,7,4,1
17148,Jump Shot,Jump Shot,92,214,3,0,2010,0.0,Right Side Center(RC),Mid-Range,16-24 ft.,2011-01-07,NOH,692,23.2937759927,0,2011,1,7,4,1
17149,Jump Shot,Jump Shot,23,26,3,0,2010,0.0,Center(C),Restricted Area,Less Than 8 ft.,2011-01-07,NOH,514,3.47131099154,0,2011,1,7,4,1
17150,Jump Shot,Jump Shot,132,219,3,0,2010,0.0,Right Side Center(RC),Above the Break 3,24+ ft.,2011-01-07,NOH,379,25.5704908048,1,2011,1,7,4,1
17151,Jump Shot,Jump Shot,-82,146,3,0,2010,0.0,Left Side Center(LC),Mid-Range,16-24 ft.,2011-01-07,NOH,283,16.7451485511,0,2011,1,7,4,1
17152,Running Jump Shot,Jump Shot,-4,61,3,0,2010,1.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2011-01-07,NOH,69,6.11310068623,0,2011,1,7,4,1
17153,Running Bank shot,Bank Shot,-18,55,3,0,2010,1.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2011-01-07,NOH,3,5.78705451849,0,2011,1,7,4,1
17154,Jump Shot,Jump Shot,32,99,4,0,2010,1.0,Center(C),In The Paint (Non-RA),8-16 ft.,2011-01-07,NOH,506,10.4043260233,0,2011,1,7,4,1
17155,Jump Shot,Jump Shot,-234,-2,4,0,2010,0.0,Left Side(L),Left Corner 3,24+ ft.,2011-01-07,NOH,339,23.4008546852,1,2011,1,7,4,1
17156,Jump Shot,Jump Shot,-190,105,4,0,2010,0.0,Left Side(L),Mid-Range,16-24 ft.,2011-01-07,NOH,133,21.7082933461,0,2011,1,7,4,1
17157,Jump Shot,Jump Shot,-13,58,4,0,2010,,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2011-01-07,NOH,117,5.94390444069,0,2011,1,7,4,1
17158,Running Hook Shot,Hook Shot,-46,45,4,0,2010,1.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2011-01-07,NOH,83,6.43506021728,0,2011,1,7,4,1
17159,Jump Shot,Jump Shot,28,93,4,0,2010,0.0,Center(C),In The Paint (Non-RA),8-16 ft.,2011-01-07,NOH,37,9.71236325515,0,2011,1,7,4,1
17160,Running Jump Shot,Jump Shot,-144,66,1,0,2010,,Left Side(L),Mid-Range,8-16 ft.,2011-01-09,NYK,439,15.8404545389,0,2011,1,9,6,1
17161,Layup Shot,Layup,-16,15,1,0,2010,1.0,Center(C),Restricted Area,Less Than 8 ft.,2011-01-09,NYK,338,2.19317121995,0,2011,1,9,6,1
17162,Jump Shot,Jump Shot,129,127,1,0,2010,0.0,Right Side Center(RC),Mid-Range,16-24 ft.,2011-01-09,NYK,272,18.1024860171,0,2011,1,9,6,1
17163,Jump Shot,Jump Shot,-13,45,1,0,2010,0.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2011-01-09,NYK,180,4.68401537145,0,2011,1,9,6,1
17164,Turnaround Jump Shot,Jump Shot,135,119,2,0,2010,0.0,Right Side Center(RC),Mid-Range,16-24 ft.,2011-01-09,NYK,369,17.9961106909,0,2011,1,9,6,1
17165,Running Jump Shot,Jump Shot,7,138,2,0,2010,1.0,Center(C),In The Paint (Non-RA),8-16 ft.,2011-01-09,NYK,241,13.8177422179,0,2011,1,9,6,1
17166,Jump Shot,Jump Shot,173,142,2,0,2010,,Right Side Center(RC),Mid-Range,16-24 ft.,2011-01-09,NYK,215,22.3814655463,0,2011,1,9,6,1
17167,Jump Shot,Jump Shot,48,28,2,0,2010,,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2011-01-09,NYK,179,5.55697759578,0,2011,1,9,6,1
17168,Jump Shot,Jump Shot,-49,88,2,0,2010,1.0,Center(C),In The Paint (Non-RA),8-16 ft.,2011-01-09,NYK,110,10.0722390758,0,2011,1,9,6,1
17169,Turnaround Jump Shot,Jump Shot,88,22,2,0,2010,0.0,Right Side(R),Mid-Range,8-16 ft.,2011-01-09,NYK,88,9.07083237636,0,2011,1,9,6,1
17170,Jump Shot,Jump Shot,-109,230,2,0,2010,1.0,Left Side Center(LC),Above the Break 3,24+ ft.,2011-01-09,NYK,40,25.4521118967,1,2011,1,9,6,1
17171,Jump Shot,Jump Shot,-98,247,2,0,2010,0.0,Left Side Center(LC),Above the Break 3,24+ ft.,2011-01-09,NYK,3,26.5731067058,1,2011,1,9,6,1
17172,Jump Shot,Jump Shot,88,211,2,0,2010,0.0,Right Side Center(RC),Mid-Range,16-24 ft.,2011-01-09,NYK,0,22.8615397557,0,2011,1,9,6,1
17173,Jump Shot,Jump Shot,9,261,3,0,2010,1.0,Center(C),Above the Break 3,24+ ft.,2011-01-09,NYK,684,26.1155126314,1,2011,1,9,6,1
17174,Jump Shot,Jump Shot,103,225,3,0,2010,1.0,Right Side Center(RC),Above the Break 3,24+ ft.,2011-01-09,NYK,664,24.7455046423,1,2011,1,9,6,1
17175,Jump Shot,Jump Shot,125,236,3,0,2010,0.0,Right Side Center(RC),Above the Break 3,24+ ft.,2011-01-09,NYK,532,26.705991837,1,2011,1,9,6,1
17176,Driving Layup Shot,Layup,12,20,3,0,2010,0.0,Center(C),Restricted Area,Less Than 8 ft.,2011-01-09,NYK,478,2.33238075794,0,2011,1,9,6,1
17177,Jump Shot,Jump Shot,58,71,3,0,2010,0.0,Right Side(R),In The Paint (Non-RA),8-16 ft.,2011-01-09,NYK,349,9.16787870775,0,2011,1,9,6,1
17178,Alley Oop Dunk Shot,Dunk,17,17,3,0,2010,1.0,Center(C),Restricted Area,Less Than 8 ft.,2011-01-09,NYK,327,2.40416305603,0,2011,1,9,6,1
17179,Layup Shot,Layup,17,17,3,0,2010,,Center(C),Restricted Area,Less Than 8 ft.,2011-01-09,NYK,266,2.40416305603,0,2011,1,9,6,1
17180,Jump Shot,Jump Shot,-48,78,4,0,2010,,Left Side(L),In The Paint (Non-RA),8-16 ft.,2011-01-09,NYK,705,9.15860251348,0,2011,1,9,6,1
17181,Jump Shot,Jump Shot,-153,165,4,0,2010,0.0,Left Side Center(LC),Mid-Range,16-24 ft.,2011-01-09,NYK,662,22.5019999111,0,2011,1,9,6,1
17182,Jump Shot,Jump Shot,-38,20,4,0,2010,1.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2011-01-09,NYK,634,4.29418211072,0,2011,1,9,6,1
17183,Turnaround Fadeaway shot,Jump Shot,91,145,4,0,2010,1.0,Right Side Center(RC),Mid-Range,16-24 ft.,2011-01-09,NYK,598,17.1189952976,0,2011,1,9,6,1
17184,Jump Shot,Jump Shot,4,282,4,0,2010,0.0,Center(C),Above the Break 3,24+ ft.,2011-01-09,NYK,565,28.2028367368,1,2011,1,9,6,1
17185,Jump Shot,Jump Shot,21,53,4,0,2010,0.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2011-01-09,NYK,523,5.7008771255,0,2011,1,9,6,1
17186,Layup Shot,Layup,-26,20,4,0,2010,0.0,Center(C),Restricted Area,Less Than 8 ft.,2011-01-09,NYK,292,3.28024389337,0,2011,1,9,6,1
17187,Jump Shot,Jump Shot,29,85,4,0,2010,1.0,Center(C),In The Paint (Non-RA),8-16 ft.,2011-01-09,NYK,166,8.98109124773,0,2011,1,9,6,1
17188,Driving Layup Shot,Layup,-16,19,1,0,2010,1.0,Center(C),Restricted Area,Less Than 8 ft.,2011-01-11,CLE,470,2.48394846967,0,2011,1,11,1,1
17189,Running Jump Shot,Jump Shot,-108,112,2,0,2010,,Left Side(L),Mid-Range,8-16 ft.,2011-01-11,CLE,1,15.558920271,0,2011,1,11,1,1
17190,Floating Jump shot,Jump Shot,24,22,3,0,2010,0.0,Center(C),Restricted Area,Less Than 8 ft.,2011-01-11,CLE,647,3.25576411922,0,2011,1,11,1,1
17191,Jump Shot,Jump Shot,-138,235,3,0,2010,0.0,Left Side Center(LC),Above the Break 3,24+ ft.,2011-01-11,CLE,530,27.2523393491,1,2011,1,11,1,1
17192,Running Jump Shot,Jump Shot,7,116,3,0,2010,1.0,Center(C),In The Paint (Non-RA),8-16 ft.,2011-01-11,CLE,475,11.6211014968,0,2011,1,11,1,1
17193,Turnaround Fadeaway shot,Jump Shot,-111,88,3,0,2010,1.0,Left Side(L),Mid-Range,8-16 ft.,2011-01-11,CLE,414,14.1650979524,0,2011,1,11,1,1
17194,Turnaround Fadeaway shot,Jump Shot,-103,96,3,0,2010,0.0,Left Side(L),Mid-Range,8-16 ft.,2011-01-11,CLE,368,14.0801278403,0,2011,1,11,1,1
17195,Jump Shot,Jump Shot,-228,131,3,0,2010,1.0,Left Side Center(LC),Above the Break 3,24+ ft.,2011-01-11,CLE,323,26.2954368665,1,2011,1,11,1,1
17196,Turnaround Bank shot,Bank Shot,86,58,3,0,2010,0.0,Right Side(R),Mid-Range,8-16 ft.,2011-01-11,CLE,248,10.3730419839,0,2011,1,11,1,1
17197,Driving Layup Shot,Layup,15,19,3,0,2010,,Center(C),Restricted Area,Less Than 8 ft.,2011-01-11,CLE,134,2.42074368738,0,2011,1,11,1,1
17198,Jump Shot,Jump Shot,9,250,1,0,2010,0.0,Center(C),Above the Break 3,24+ ft.,2011-01-12,GSW,654,25.0161947546,1,2011,1,12,2,0
17199,Driving Layup Shot,Layup,10,6,1,0,2010,1.0,Center(C),Restricted Area,Less Than 8 ft.,2011-01-12,GSW,548,1.16619037897,0,2011,1,12,2,0
17200,Jump Shot,Jump Shot,110,131,1,0,2010,1.0,Right Side Center(RC),Mid-Range,16-24 ft.,2011-01-12,GSW,399,17.1058469536,0,2011,1,12,2,0
17201,Jump Shot,Jump Shot,-4,31,1,0,2010,0.0,Center(C),Restricted Area,Less Than 8 ft.,2011-01-12,GSW,306,3.12569992162,0,2011,1,12,2,0
17202,Driving Layup Shot,Layup,7,6,1,0,2010,1.0,Center(C),Restricted Area,Less Than 8 ft.,2011-01-12,GSW,268,0.921954445729,0,2011,1,12,2,0
17203,Jump Shot,Jump Shot,-5,47,1,0,2010,1.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2011-01-12,GSW,177,4.72652091924,0,2011,1,12,2,0
17204,Jump Shot,Jump Shot,-92,47,2,0,2010,0.0,Left Side(L),Mid-Range,8-16 ft.,2011-01-12,GSW,117,10.3310212467,0,2011,1,12,2,0
17205,Jump Shot,Jump Shot,78,17,3,0,2010,0.0,Center(C),In The Paint (Non-RA),Less Than 8 ft.,2011-01-12,GSW,504,7.98310716451,0,2011,1,12,2,0
17206,Layup Shot,Layup,15,4,3,0,2010,1.0,Center(C),Restricted Area,Less Than 8 ft.,2011-01-12,GSW,490,1.55241746963,0,2011,1,12,2,0
17207,Jump Shot,Jump Shot,-90,132,3,0,2010,1.0,Left Side(L),Mid-Range,8-16 ft.,2011-01-12,GSW,388,15.9762323468,0,2011,1,12,2,0
